,distance,norm_time,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_CO2,vehicle_CO2,vehicle_CO2,vehicle_CO,vehicle_CO,vehicle_CO,vehicle_HC,vehicle_HC,vehicle_HC,vehicle_NOx,vehicle_NOx,vehicle_NOx,vehicle_PMx,vehicle_PMx,vehicle_PMx,vehicle_electricity,vehicle_electricity,vehicle_electricity
,total,total,total,average_per_step,per_100km,mpg,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km
Total_sum,137.36282128462958,13905.5,7.0701858140399985,,,,62257.363679999995,,,1047.974415,,,6.27752,,,25.714810000000003,,,1.2917650000000003,,,0.0,,
Total_average,0.5998376475311336,60.722707423580786,0.030874173860436675,0.0002622547043876156,12.106726874373589,19.428459859124782,271.8662169432314,2.309379457052181,28162.663000554283,4.576307489082969,0.03694723607999857,474.0603928323619,0.027412751091703057,0.00022421265222828977,2.8396910789210525,0.11229174672489084,0.0009516195137725733,11.632319220512223,0.005640895196506551,4.784884531913098e-05,0.5843411962944689,0.0,0.0,0.0
3960_48.1,0.48909213091951537,38.0,0.02474367038,0.00032134636857142855,11.899769948161003,19.76635331009107,217.95807000000002,2.830624285714286,104820.78250773936,3.30037,0.042861948051948054,1587.2198077596656,0.020380000000000002,0.0002646753246753247,9.801185831328604,0.08945,0.0011616883116883118,43.018453023176825,0.0046300000000000004,6.0129870129870134e-05,2.226667831160522,0.0,0.0,0.0
780_46.0,0.7233478439033314,108.5,0.04983340608,0.00022859360587155965,16.204606892238417,14.515320159776069,438.6721199999999,2.01225743119266,142645.46251912217,11.032415,0.05060740825688074,3587.471983352627,0.060795,0.00027887614678899085,19.769049589588768,0.18530000000000002,0.0008500000000000001,60.255035594223195,0.009725000000000001,4.461009174311927e-05,3.16233254805084,0.0,0.0,0.0
3180_8.5,0.6779449911507556,65.5,0.0370699359,0.0002808328477272728,12.861525939981316,18.288269852410387,326.42914500000006,2.4729480681818186,113255.5752809765,4.873715,0.036922083333333335,1690.950102143987,0.030105,0.00022806818181818182,10.445020446424282,0.13763000000000003,0.0010426515151515153,47.75114313374437,0.00681,5.159090909090909e-05,2.3627500162813275,0.0,0.0,0.0
3300_48.3,0.4913411102505698,38.5,0.023528479180000002,0.000301647168974359,11.263565084296125,20.882824873280644,207.21762999999999,2.6566362820512817,99199.32539042215,3.0917700000000004,0.03963807692307693,1480.0936496684453,0.019140000000000004,0.00024538461538461547,9.16271018046428,0.08526500000000001,0.0010931410256410257,40.818102588155,0.004380000000000001,5.615384615384617e-05,2.096795746626622,0.0,0.0,0.0
2820_47.0,0.4077943411415021,34.5,0.01990800192,0.00028440002742857143,11.48290041331781,20.483941220229802,175.315225,2.504503214285714,101121.51273157023,2.5073800000000004,0.03581971428571429,1446.252363951189,0.015665000000000002,0.00022378571428571432,9.035544385492178,0.07166500000000002,0.0010237857142857145,41.3362456678134,0.0035800000000000003,5.1142857142857145e-05,2.064937689119821,0.0,0.0,0.0
1680_46.0,0.7260239605882814,59.5,0.026617970720000002,0.00022181642266666667,8.62361002222076,27.275706635396038,234.40537999999998,1.9533781666666665,75941.94935046743,2.85561,0.02379675,925.1519311744822,0.018654999999999998,0.00015545833333333332,6.043790740353186,0.093105,0.000775875,30.163877613539718,0.004535,3.7791666666666666e-05,1.4692356476816781,0.0,0.0,0.0
2340_98.18,0.6281288889218504,56.0,0.023783405160000003,0.00021047261203539826,8.906157798987428,26.410385085574948,209.44276000000002,1.8534757522123895,78429.90765479823,2.723185,0.024098982300884954,1019.7494918274172,0.01745,0.00015442477876106194,6.534491278553762,0.08397,0.0007430973451327434,31.444196714049255,0.004065,3.5973451327433626e-05,1.5222181689009195,0.0,0.0,0.0
2760_99.0,0.5137795408936111,59.5,0.02389699912,0.00019914165933333336,10.940361702321391,21.499751425425465,210.46008,1.7538340000000001,96351.40326772109,2.9792,0.024826666666666667,1363.9170935181376,0.018555000000000002,0.000154625,8.49472397631211,0.08480499999999999,0.0007067083333333333,38.82484865594979,0.0038600000000000006,3.216666666666667e-05,1.7671589624664377,0.0,0.0,0.0
1080_29.5,0.5064902676696695,41.0,0.02336337168,0.0002814864057831325,10.849994865924788,21.67881736450077,205.764105,2.4790856024096386,95557.24719102739,2.7649500000000002,0.03331265060240964,1284.0481123801026,0.01761,0.0002121686746987952,8.178117961993383,0.08279000000000002,0.0009974698795180725,38.447835665725854,0.004155000000000001,5.006024096385543e-05,1.9295900131790185,0.0,0.0,0.0
3120_29.8,0.5048579597084789,48.5,0.02503293872,0.0002554381502040816,11.662932112449196,20.167746398273405,220.44908500000003,2.249480459183674,102707.9857209247,3.09305,0.03156173469387755,1441.062616495351,0.019360000000000002,0.0001975510204081633,9.019890481999965,0.09072500000000001,0.0009257653061224492,42.26908904852515,0.00437,4.4591836734693875e-05,2.0359980065258183,0.0,0.0,0.0
4020_47.11,0.02688821900165618,6.5,0.0044116724,0.00031511945714285714,38.5928043589241,6.094790492978621,38.837325,2.774094642857143,339744.46641798515,0.9658150000000001,0.06898678571428572,8448.83888974038,0.00532,0.00038,46.53875006436928,0.01692,0.0012085714285714286,148.0142201295354,0.0008100000000000001,5.785714285714286e-05,7.0857871338607366,0.0,0.0,0.0
2520_11.2,0.8633190669165588,77.5,0.03272298564,0.00020976272846153846,8.91552061212028,26.382649688946866,288.155335,1.8471495833333331,78509.18180108105,3.57655,0.022926602564102564,974.4466961566281,0.023235,0.0001489423076923077,6.330477411248063,0.11456000000000001,0.0007343589743589744,31.2123732400507,0.0055,3.5256410256410254e-05,1.498499064422825,0.0,0.0,0.0
420_9.8,0.7166027494744118,100.5,0.05112784888000001,0.00025310816277227725,16.78201751631879,14.015898676987556,450.23831500000006,2.2289025495049506,147784.57248577004,9.29708,0.04602514851485148,3051.6394260359707,0.05316499999999999,0.00026319306930693064,17.450684525162995,0.190835,0.0009447277227722773,62.63898018168872,0.009755,4.829207920792079e-05,3.20194540662024,0.0,0.0,0.0
1440_11.1,0.8603399061313982,74.0,0.034034599619999995,0.0002284201316778523,9.30498543201677,25.278390688804535,299.687765,2.0113272818791947,81933.98243592046,3.6737599999999997,0.024656107382550335,1004.3979850621768,0.02395,0.00016073825503355705,6.547877853272705,0.118535,0.0007955369127516778,32.40721091180293,0.0057,3.825503355704698e-05,1.5583675892966355,0.0,0.0,0.0
1320_29.9,0.5098624547553722,49.0,0.03148137724,0.0003179937094949495,14.523316781144116,16.19568454290954,277.20806,2.800081414141414,127884.50895823658,4.217725,0.042603282828282824,1945.7648184756188,0.02594,0.000262020202020202,11.966910927397482,0.116145,0.0011731818181818182,53.58122088136395,0.00579,5.848484848484849e-05,2.671103094434519,0.0,0.0,0.0
2400_29.9,0.5108747337127479,39.0,0.026864971539999997,0.00034006293088607593,12.369070924606786,19.01638842059045,236.595955,2.9948855063291138,108932.63532822921,3.630905,0.045960822784810125,1671.7278631261638,0.022325,0.00028259493670886076,10.278794004329944,0.097695,0.0012366455696202533,44.98037089599166,0.005110000000000001,6.468354430379747e-05,2.3527273174524534,0.0,0.0,0.0
1500_98.12,0.624653907152843,54.0,0.03171649032,0.000290976975412844,11.94292710945418,19.694925284937487,279.30943500000006,2.5624718807339457,105174.69586110974,4.03997,0.037063944954128444,1521.2612350098645,0.025170000000000005,0.0002309174311926606,9.477829113879137,0.11570000000000001,0.001061467889908257,43.56713661008407,0.00582,5.339449541284403e-05,2.1915361717432087,0.0,0.0,0.0
2520_98.0,0.6237508249826446,52.5,0.029053636560000002,0.00027409091094339624,10.95606211460145,21.46894154521786,255.846645,2.4136475943396225,96479.20420026022,3.5403000000000002,0.03339905660377359,1335.0393030566468,0.02237,0.00021103773584905662,8.435677544099988,0.10412000000000002,0.0009822641509433963,39.26342181008899,0.005205,4.910377358490567e-05,1.9627939927152633,0.0,0.0,0.0
3780_98.28,0.6277800622693174,58.5,0.02532881136,0.00021465094372881356,9.490135428778398,24.78521606666178,223.05522999999997,1.8902985593220336,83573.77338836613,2.8678150000000002,0.024303516949152545,1074.5057218777488,0.01839,0.00015584745762711865,6.890319014766224,0.08905,0.0007546610169491526,33.36503035698381,0.00423,3.5847457627118645e-05,1.584885776642802,0.0,0.0,0.0
2160_11.2,0.8584843628132524,78.5,0.035824364920000004,0.00022673648683544306,9.81547294905229,23.963700814525208,315.504325,1.996862816455696,86444.63549492287,4.362885,0.027613196202531647,1195.3814057264242,0.02751,0.0001741139240506329,7.537430501040923,0.12701500000000002,0.0008038924050632912,34.800681028342886,0.00622,3.936708860759493e-05,1.704210022409107,0.0,0.0,0.0
120_120.0,0.7040846715617799,99.0,0.051270501760000003,0.0002576407123618091,17.128045086518952,13.732743924715978,451.36269500000003,2.268154246231156,150787.69126391134,10.834724999999999,0.05444585427135678,3619.5795229142304,0.060160000000000005,0.00030231155778894474,20.097778586768026,0.19147999999999998,0.0009622110552763818,63.96812905243252,0.009995,5.022613065326633e-05,3.3390508140749073,0.0,0.0,0.0
960_29.7,0.5099894339056958,51.5,0.030083907360000002,0.00028926834,13.875165870410916,16.95223389046149,264.90872,2.547199230769231,122180.02091727761,4.2534849999999995,0.04089889423076923,1961.7734224502933,0.025815000000000005,0.0002482211538461539,11.906279415715428,0.11098,0.0010671153846153847,51.18570170660848,0.00554,5.3269230769230766e-05,2.5551341453830507,0.0,0.0,0.0
1680_11.0,0.8570432711261655,69.5,0.03640158074,0.000260011291,9.990393928639978,23.54412236236765,320.561375,2.2897241071428573,87977.89407637916,4.218705,0.030133607142857143,1157.8212803382537,0.027020000000000002,0.00019300000000000003,7.4156242246707516,0.128475,0.0009176785714285715,35.25989349609826,0.006445000000000001,4.603571428571429e-05,1.7688267256847887,0.0,0.0,0.0
1320_41.0,0.6883995108848927,76.5,0.041554255600000006,0.0002698328285714286,14.198421773005846,16.566281863196043,365.97210500000006,2.3764422402597405,125046.790729775,5.460725,0.035459253246753246,1865.8420327086149,0.03362,0.0002183116883116883,11.487414059426838,0.15155000000000002,0.0009840909090909093,51.7822010917947,0.00734,4.7662337662337664e-05,2.507960118863563,0.0,0.0,0.0
2400_41.1,0.6899035067216531,64.5,0.03239805408,0.00024921580061538465,11.045762293197388,21.294597046417827,285.27729,2.1944406923076922,97262.17275909724,3.94491,0.03034546153846154,1344.9739302385071,0.02484,0.0001910769230769231,8.468926395564035,0.11713499999999999,0.0009010384615384615,39.93589747763258,0.0057,4.384615384615385e-05,1.9433526753105876,0.0,0.0,0.0
1800_29.5,0.5077929043571772,48.5,0.02052088096,0.00020939674448979594,9.505489630549885,24.745180547900667,180.72045999999997,1.844086326530612,83711.63313634878,2.26789,0.02314173469387755,1050.5106929984245,0.014545,0.00014841836734693877,6.7373982114044715,0.072235,0.0007370918367346938,33.460017861863314,0.0033450000000000003,3.4132653061224494e-05,1.5494394649122005,0.0,0.0,0.0
1560_29.6,0.5077543432269026,44.0,0.02066353384,0.0002321745375280899,9.572294864600007,24.57248344636982,181.977985,2.044696460674157,84300.53372157164,2.29488,0.02578516853932584,1063.0934770871343,0.014815,0.00016646067415730336,6.862986240259139,0.072455,0.0008141011235955057,33.56447303665042,0.0034750000000000002,3.904494382022472e-05,1.6097790877421876,0.0,0.0,0.0
3180_47.11,0.4093612679978113,33.0,0.021473221020000002,0.000320495836119403,12.338306780055303,19.06380359129798,189.08818,2.8222116417910446,108648.25408118105,2.86873,0.042816865671641786,1648.3447348761117,0.017675000000000003,0.0002638059701492538,10.155885422795203,0.077515,0.0011569402985074626,44.539375306815835,0.003970000000000001,5.92537313432836e-05,2.2811239110889368,0.0,0.0,0.0
1740_29.4,0.5069539585712903,45.0,0.019248892780000002,0.0002115262942857143,8.931046573143094,26.33678541230309,169.49560000000002,1.8625890109890113,78642.08683814137,2.26133,0.02484978021978022,1049.2054674557583,0.014355000000000001,0.00015774725274725275,6.66039210788669,0.06848000000000001,0.0007525274725274727,31.773155802722435,0.0032900000000000004,3.615384615384616e-05,1.5264848509193458,0.0,0.0,0.0
1860_9.1,0.7158624734213391,134.0,0.05096406224,0.00018945748044609667,16.745555543300185,14.046417062482167,448.51626,1.667346691449814,147371.57153081888,13.34274,0.049601263940520446,4384.100951718267,0.071325,0.0002651486988847584,23.435666166117713,0.189655,0.0007050371747211896,62.31603598647115,0.009675,3.5966542750929365e-05,3.1789704894102893,0.0,0.0,0.0
3420_46.1,0.7221439250381093,56.5,0.026591553520000002,0.0002332592414035088,8.661339606734078,27.156891172039703,234.138215,2.0538439912280704,76262.96047368048,2.99892,0.026306315789473685,976.8013197834016,0.019355000000000004,0.000169780701754386,6.3042660505807895,0.09348500000000001,0.0008200438596491229,30.449719025499622,0.00469,4.114035087719298e-05,1.5276160050231928,0.0,0.0,0.0
3840_9.0,0.7134487562969539,135.5,0.049146558879999996,0.0001806858782352941,16.203000637960812,14.516759108994082,432.62714,1.590540955882353,142631.71186684642,11.86571,0.043623933823529415,3911.9749394722626,0.06423000000000001,0.000236139705882353,21.175820946433333,0.18303999999999998,0.0006729411764705882,60.34597954281732,0.0092,3.38235294117647e-05,3.03312397177622,0.0,0.0,0.0
180_29.5,0.5042197151056661,38.0,0.02689667218,0.00034930743090909094,12.547114071897445,18.746546477247733,236.88907999999998,3.076481558441558,110507.1396660358,3.7465349999999997,0.0486562987012987,1747.7330171094904,0.02288,0.00029714285714285715,10.673363903304024,0.09842000000000001,0.0012781818181818183,45.91225853860062,0.00518,6.727272727272727e-05,2.4164346599263484,0.0,0.0,0.0
420_98.14,0.6288552119396055,48.0,0.03318792836,0.0003421435913402062,12.413510003818967,18.94831172100329,292.21842499999997,3.0125610824742264,109300.47524176716,4.502245,0.0464148969072165,1684.005784901722,0.027674999999999998,0.00028530927835051546,10.351471343108862,0.120705,0.001244381443298969,45.14812460596044,0.006335,6.530927835051547e-05,2.3695237925418122,0.0,0.0,0.0
720_9.0,0.7123750045145986,64.0,0.03295677786,0.0002554788981395349,10.881811317328408,21.61543241699049,290.13896,2.2491392248062017,95799.33547926927,4.271235,0.0331103488372093,1410.294827953463,0.02649,0.00020534883720930232,8.746582661100884,0.11759,0.0009115503875968992,38.82637429667245,0.005915,4.585271317829457e-05,1.9530402582261888,0.0,0.0,0.0
1620_119.0,0.6048293621199587,76.0,0.033036029460000005,0.00021592176117647062,12.84754352647856,18.30817359126906,290.90436,1.9013356862745099,113131.22334109903,4.74334,0.031002222222222223,1844.6607569675778,0.028555000000000004,0.0001866339869281046,11.104894001949932,0.12063000000000001,0.0007884313725490197,46.91239234653196,0.00571,3.7320261437908494e-05,2.2205899054853475,0.0,0.0,0.0
300_131.0,0.43059696651520185,44.5,0.0226593533,0.00025177059222222223,12.377748788006262,19.00305630148773,199.57587999999998,2.2175097777777775,109019.00306154291,2.91029,0.032336555555555556,1589.7558082668995,0.018059999999999996,0.00020066666666666662,9.865336408845923,0.08196000000000002,0.0009106666666666668,44.77092868599183,0.003945,4.383333333333333e-05,2.1549696640585365,0.0,0.0,0.0
2820_128.1,0.7061723301263031,57.5,0.03502656548,0.0003019531506896552,11.666806030288743,20.16104977604853,308.43913000000003,2.6589580172413796,102736.29322622967,4.704764999999999,0.04055831896551723,1567.084295045516,0.028985,0.0002498706896551724,9.654454216500568,0.12625999999999998,0.0010884482758620688,42.05524890030573,0.006540000000000001,5.637931034482759e-05,2.178372626389985,0.0,0.0,0.0
3000_47.8,0.41079558725842735,34.0,0.01914982828,0.0002775337431884058,10.964888845267282,21.451659056779143,168.64846500000002,2.4441806521739133,96565.44411843414,2.5673349999999995,0.0372077536231884,1470.01542217298,0.015799999999999998,0.00022898550724637678,9.046830145007599,0.06964,0.0010092753623188405,39.874762740400584,0.003515,5.0942028985507246e-05,2.012633415170995,0.0,0.0,0.0
780_9.4,0.7107278555682238,113.5,0.055592355680000004,0.0002438261214035088,18.398264558480452,12.784632830803327,489.46638500000006,2.1467823903508774,161988.67512557708,11.675270000000001,0.05120732456140351,3863.925239796388,0.0649,0.00028464912280701753,21.4786251677936,0.208575,0.0009148026315789474,69.02780037554007,0.010765,4.721491228070176e-05,3.5626718017149175,0.0,0.0,0.0
2100_29.6,0.5075559595818562,43.0,0.02126980858,0.0002444805583908046,9.857000287930378,23.86274223732841,187.28619,2.152714827586207,86793.44817852533,2.5015700000000005,0.028753678160919546,1159.2946931108677,0.01593,0.00018310344827586207,7.382389643806136,0.07557000000000001,0.0008686206896551726,35.02116669067356,0.003715,4.270114942528736e-05,1.721630729864394,0.0,0.0,0.0
540_29.3,0.5088624013468466,37.5,0.02731406394,0.00035939557815789475,12.62557243842131,18.63005089483021,240.58765500000004,3.165627039473685,111208.52878813371,3.8020300000000002,0.05002671052631579,1757.4391450315602,0.02325,0.00030592105263157896,10.7470114970118,0.09976499999999999,0.0013126973684210526,46.115079655887406,0.00529,6.960526315789475e-05,2.4452340137287063,0.0,0.0,0.0
3540_30.0,0.6691028871534006,56.5,0.028753801340000003,0.0002522263275438597,10.108052369827892,23.270067120572257,253.21186,2.221156666666667,89013.57811013964,3.67896,0.03227157894736842,1293.2940555157224,0.022940000000000002,0.0002012280701754386,8.064280566663045,0.10380500000000001,0.0009105701754385966,36.49139687107487,0.0052250000000000005,4.583333333333334e-05,1.836785787306644,0.0,0.0,0.0
2880_47.6,0.41017562467529256,32.5,0.021325284700000002,0.00032311037424242426,12.228976459641384,19.234239094369162,187.782015,2.8451820454545453,107683.52560278011,2.726495,0.0413105303030303,1563.5075283346596,0.01701,0.00025772727272727275,9.754378077705098,0.07650499999999999,0.0011591666666666664,43.871763364775326,0.0039000000000000007,5.9090909090909104e-05,2.23645352751616,0.0,0.0,0.0
1260_98.13,0.6274849547040602,51.0,0.02803789522,0.0002722125749514563,10.510108769640478,22.379887997315233,246.85958,2.3966949514563107,92536.22699813217,3.490705,0.033890339805825245,1308.5036856317872,0.02185,0.0002121359223300971,8.190553349840375,0.10022,0.0009730097087378641,37.567837836201484,0.005085000000000001,4.936893203883496e-05,1.9061310656264672,0.0,0.0,0.0
3780_98.29,0.6256783470450765,52.0,0.028171302080000002,0.00026829811504761904,10.5906085111304,22.20977735669776,248.12371000000002,2.3630829523809527,93278.6517100615,3.475835,0.033103190476190474,1306.6917400462921,0.02187,0.0002082857142857143,8.221721789098853,0.100965,0.0009615714285714286,37.95638502223894,0.005105,4.861904761904762e-05,1.9191536229240809,0.0,0.0,0.0
2520_98.17,0.6222846991771842,52.0,0.02721896202,0.0002592282097142857,10.288393261662334,22.86217596100618,239.70196499999997,2.282875857142857,90604.0458009067,3.1707549999999998,0.030197666666666664,1198.5017780035885,0.020235,0.0001927142857142857,7.648551678670415,0.09632,0.0009173333333333334,36.40763517121495,0.00477,4.5428571428571425e-05,1.8029943912655242,0.0,0.0,0.0
3480_9.8,0.7162119946011616,104.0,0.04560665408,0.00021821365588516747,14.977928078027222,15.70411180230044,401.529845,1.9211954306220096,131868.58937386487,9.021460000000001,0.04316488038277513,2962.786500447425,0.050710000000000005,0.00024263157894736844,16.6539455296248,0.16952,0.0008111004784688995,55.672980599132224,0.008620000000000001,4.124401913875598e-05,2.8309408492479937,0.0,0.0,0.0
2100_8.3,0.6779422343081196,61.0,0.040497567600000006,0.00032924851707317077,14.050810221810178,16.740319838570244,356.608875,2.8992591463414636,123727.02665821905,5.5110149999999996,0.044805,1912.0710324970041,0.03377000000000001,0.00027455284552845537,11.716650883262675,0.14918499999999998,0.0012128861788617885,51.76039567721473,0.00757,6.154471544715447e-05,2.626444986268831,0.0,0.0,0.0
960_29.1,0.5066194832449284,42.0,0.02240971076,0.000263643656,10.40445851458231,22.60714065748738,197.354805,2.3218212352941174,91628.57581103298,2.6919549999999997,0.031670058823529405,1249.8302374618606,0.01703,0.00020035294117647058,7.906747677422354,0.07978,0.0009385882352941177,37.040536095405486,0.00397,4.6705882352941174e-05,1.8432054186357454,0.0,0.0,0.0
1500_29.7,0.5047982269705232,44.0,0.029785393,0.0003346673370786517,13.87875895961454,16.94784510550266,262.27558,2.946916629213483,122209.5527097158,3.9962150000000003,0.04490129213483146,1862.0706040640805,0.024620000000000003,0.0002766292134831461,11.471899853250553,0.10961,0.0012315730337078652,51.073718233744636,0.00558,6.269662921348314e-05,2.600048788835828,0.0,0.0,0.0
3780_98.3,0.625137059988422,48.0,0.028889849920000002,0.0002978335043298969,10.870140539722776,21.638639927847084,254.39124500000003,2.6225901546391754,95717.65145483485,3.692145,0.03806335051546392,1389.212306542669,0.023045000000000003,0.0002375773195876289,8.670948081474538,0.1028,0.0010597938144329896,38.67969029184563,0.00536,5.525773195876289e-05,2.016762061909461,0.0,0.0,0.0
