,distance,norm_time,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_CO2,vehicle_CO2,vehicle_CO2,vehicle_CO,vehicle_CO,vehicle_CO,vehicle_HC,vehicle_HC,vehicle_HC,vehicle_NOx,vehicle_NOx,vehicle_NOx,vehicle_PMx,vehicle_PMx,vehicle_PMx,vehicle_electricity,vehicle_electricity,vehicle_electricity
,total,total,total,average_per_step,per_100km,mpg,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km
Total_sum,978.1802472764018,100212.0,50.94823437461997,,,,448633.54421999934,,,7619.275310000002,,,45.54875999999993,,,185.4624300000002,,,9.336174999999997,,,0.0,,
Total_average,0.6079429753116232,62.28216283405842,0.031664533483293955,0.0002650649534881991,12.2511080050422,19.19949256894534,278.8275601118703,2.3341421975567203,28498.699897189006,4.735410385332505,0.03728169425701135,484.0017945409621,0.02830873834679921,0.0002263796483577557,2.8934092393513415,0.1152656494717217,0.0009621677473521487,11.781192474055338,0.005802470478558109,4.8479134752126844e-05,0.5930649924432859,0.0,0.0,0.0
2520_98.34,0.6276127909636154,67.0,0.040199053240000004,0.0002977707647407408,15.065694548484284,15.612626178447167,353.97066499999994,2.6220049259259253,132660.18694956347,6.352214999999999,0.04705344444444444,2380.6662889531294,0.037505,0.0002778148148148148,14.056024420959796,0.149225,0.0011053703703703703,55.92614969251368,0.00763,5.651851851851852e-05,2.8595511620296823,0.0,0.0,0.0
1680_29.2,0.5069609740201543,62.0,0.033763823320000004,0.00027011058656,15.66542601354687,15.014916089785835,297.31949499999996,2.3785559599999995,137947.54542944985,5.071,0.040568,2352.7956109058377,0.030335,0.00024268,14.074552328303804,0.12532,0.00100256,58.14481284928408,0.006335,5.068e-05,2.939254623365901,0.0,0.0,0.0
3360_41.0,0.6890406683697321,59.0,0.03134004522,0.00026336172453781515,10.698425890463598,21.98595003717522,276.01905000000005,2.3194878151260507,94223.51914465959,4.07271,0.03422445378151261,1390.284723665437,0.025255000000000003,0.00021222689075630255,8.621198341195573,0.11398,0.0009578151260504202,38.908896730527466,0.00574,4.823529411764706e-05,1.9594408425445484,0.0,0.0,0.0
3900_0.0,0.13304384965534635,149.0,0.05028910278,0.0001681909791973244,88.90868847193687,2.6455801018636977,442.350625,1.4794335284280935,782054.3962683833,22.07865,0.07384163879598662,39033.97965397006,0.11078500000000001,0.0003705183946488295,195.86249322150917,0.19873,0.0006646488294314381,351.3449770087152,0.011095000000000002,3.7107023411371246e-05,19.61542051985959,0.0,0.0,0.0
3600_9.24,0.7163045143839172,124.5,0.05819444988,0.00023277779952,19.10948566817575,12.30881150798701,512.2716149999999,2.0490864599999994,168216.16331525918,14.70176,0.05880704,4827.660929801362,0.07916500000000001,0.0003166600000000001,25.995647970564402,0.219575,0.0008782999999999999,72.10249988172396,0.01156,4.6240000000000005e-05,3.7959917961185425,0.0,0.0,0.0
540_120.6,0.7083465736607159,83.0,0.03235182398000001,0.00019372349688622759,10.742814898578338,21.895104711827617,284.89904,1.7059822754491019,94604.17605494977,4.655430000000001,0.027876826347305393,1545.8919037828093,0.028130000000000002,0.0001684431137724551,9.340907124242106,0.11663000000000001,0.0006983832335329342,38.72840376467674,0.0058000000000000005,3.473053892215569e-05,1.9259602318024962,0.0,0.0,0.0
3000_29.1,0.5058347320538181,44.0,0.022510096120000003,0.00025292242831460675,10.467279545609529,22.471460333054235,198.23095,2.2273140449438205,92178.13896397281,2.5570250000000003,0.028730617977528093,1189.026263478799,0.016425000000000002,0.00018455056179775284,7.637686912579763,0.079595,0.0008943258426966292,37.011975026288354,0.003865,4.342696629213483e-05,1.7972395687744769,0.0,0.0,0.0
